medal_date,medal_type,medal_code,name_x,gender_x,country_code_x,country_x,country_long_x,nationality_x,team,team_gender,discipline,event,event_type,url_event,birth_date_x,code_athlete,code_team,name_y,name_short,name_tv,gender_y,function,country_code_y,country_y,country_long_y,nationality_y,nationality_full,nationality_code,height,weight,disciplines,events,birth_date_y,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
2024-08-11,Silver Medal,2.0,WONG-ORANTES Justine,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1995-10-06,1917769,VVOWTEAM6---USA01,WONG-ORANTES Justine,WONG-ORANTES J,WONG-ORANTES,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,168,0.0,['Volleyball'],['Women'],1995-10-06,"TORRANCE, CA",United States,,,,"Watching TV shows, going to the beach, coaching",Athlete,Graduated in 2016 with a degree in Early Childhood Studies from University of Nebraska-Lincoln (USA),"Father, Robbie Orantes. Mother, Winnie Wong. Younger brother, Anthony",English,National: Karch Kiraly (USA),Took up volleyball because her parents had played,"Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020",Her mother,,,,Beach volleyball: Represented USA at the U19 world championships in 2011 and 2012
2024-08-11,Silver Medal,2.0,POULTER Jordyn,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1997-07-31,1917758,VVOWTEAM6---USA01,POULTER Jordyn,POULTER J,POULTER,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,188,0.0,['Volleyball'],['Women'],1997-07-31,"NAPERVILLE, IL",United States,"AURORA, CO",United States,,Plays piano and guitar,Athlete,Graduated in 2018 with a degree in Media and Cinema Studies from the University of Illinois (USA),"Father, Bob. Mother, Rhonda. Sister, Lorrin",English,National: Karch Kiraly (USA),"Her father was a volleyball coach so she grew up around the sport. ""Just being in the gym all the time as a kid, I was always dragged to practice, doing homework in the gym."" (denverpost.com, 4 Nov 2014)","Volleyball player Michelle Bartsch-Hackley (USA), 2020 Olympic gold medallist (her teammate)",,"""Ball is life."" (Instagram, 23 Sep 2019)","Sister, Lorrin Poulter (volleyball), played at the University of Denver, Colorado (USA) from 2019-2023",,
2024-08-11,Silver Medal,2.0,CARLINI Lauren,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1995-02-28,1917738,VVOWTEAM6---USA01,CARLINI Lauren,CARLINI L,CARLINI,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,185,0.0,['Volleyball'],['Women'],1995-02-28,"GENEVA, IL",United States,,,LC,"Reading, cooking",Athlete,Graduated in 2017 with a degree in Retailing and Consumer Behaviour from University of Wisconsin-Madison (USA),"Father, Anthony. Mother, Gale. Younger sister, Alyssa. Younger brother, Tony",English,National: Karch Kiraly (USA),Took up volleyball because her mother played,,Her parents,,,,
2024-08-11,Silver Medal,2.0,LARSON Jordan,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1986-10-16,1917752,VVOWTEAM6---USA01,LARSON Jordan,LARSON J,LARSON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,188,0.0,['Volleyball'],['Women'],1986-10-16,"FREMONT, NE",United States,,,"Jor, Govnah, The Governor","Spending time with friends, travelling","Athlete, coach",Studied Communications and Psychology at University of Nebraska-Lincoln (USA),"Father, Kevin. Mother, Kay Clough (deceased)",English,National: Karch Kiraly (USA),,,,,,,
2024-08-11,Silver Medal,2.0,DREWS Andrea,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1993-12-25,1917741,VVOWTEAM6---USA01,DREWS Andrea,DREWS A,DREWS,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,191,0.0,['Volleyball'],['Women'],1993-12-25,"ELKHART, IN",United States,,,Annie,"Cooking, walking, reading, driving, listening to music",Athlete,"Studied Hospitality Management at Purdue University (West Lafayette, USA)","Husband, Tanner Schumacher. Father, Michael. Mother, Carrie. Brother, Derek. Sister, Erin",English,National: Karch Kiraly (USA),,,,,,,
2024-08-11,Silver Medal,2.0,PLUMMER Kathryn,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1998-10-16,1917757,VVOWTEAM6---USA01,PLUMMER Kathryn,PLUMMER K,PLUMMER,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,198,0.0,['Volleyball'],['Women'],1998-10-16,"LONG BEACH, CA",United States,,,,"Beach volleyball, movies",Athlete,Graduated in 2019 with a degree in Human Biology from Stanford University (USA),"Father, Kevin. Mother, Michelle. Older brother, Kristian",English,National: Karch Kiraly (USA),Took up volleyball because her older brother played,"Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020. </p><p>Basketball player Tim Duncan (USA), played 19 seasons with the San Antonio Spurs in the National Basketball Association (NBA) where he won five championships (1999, 2003, 2005, 2007, 2014), 2004 Olympic bronze medallist.</p><p>Volleyball player Karch Kiraly (USA), three-time Olympic champion (1984 and 1988 indoor, 1996 beach), 1986 World champion","Her brother, Kristian",,,,Beach volleyball: Played at collegiate and junior international level for USA
2024-08-11,Silver Medal,2.0,OGBOGU Chiaka,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1995-04-15,1917756,VVOWTEAM6---USA01,OGBOGU Chiaka,OGBOGU C,OGBOGU,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,188,0.0,['Volleyball'],['Women'],1995-04-15,"NEWARK, NJ",United States,,,,Cosmetics,Athlete,"Studied Health Promotion at University of Texas, Austin (USA)","Father, Henry. Mother, Victoria. Younger brothers, Obi and Nnamd",English,National: Karch Kiraly (USA),Took up volleyball because the coaches at her school thought she would be suitable for the sport,,,,,Has a makeup ritual that she performs prior to every match,
2024-08-11,Silver Medal,2.0,HANCOCK Micha,Female,USA,United States,United States of America,United States,United States of America,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,1992-11-10,1917746,VVOWTEAM6---USA01,HANCOCK Micha,HANCOCK M,HANCOCK,Female,Alternate Athlete,USA,United States,United States of America,United States,United States of America,USA,180,0.0,['Volleyball'],['Women'],1992-11-10,"MCALESTER, OK",United States,"EDMOND, OK",United States,,,,,,,National: Karch Kiraly (USA),Mother was a volleyball coach and introduced her and her sister to the sport,Basketball player Russell Westbrook (USA),Her parents,"""I learned from being more isolated that it's important to force yourself to get out from being in isolation. You come home after practice, and if you didn't have a good practice, that weighs heavy. It's good to be passionate, but it is a job. Sometimes you have to let those feelings go. Getting out and doing things, like seeing Italy, you gotta do something to keep your mind busy."" (usavolleyball.org, 31 Dec 2019)",,,
2024-08-11,Gold Medal,1.0,FILIPOVIC Radoslav,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1997-08-19,1956434,WPOMTEAM7---SRB01,FILIPOVIC Radoslav,FILIPOVIC R,Radoslav FILIPOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,196,0.0,['Water Polo'],['Men'],1997-08-19,NOVI SAD,Serbia,,,,,Athlete,,,"English, Serbian",National: Uroš Stevanović (SRB),Encouraged by his mother to take up water polo,"Water polo player Branislav Mitrovic (SRB), two-time Olympic champion (2016, 2020), two-time world championship medallist (2015 gold, 2017 bronze)",,,,,
2024-08-11,Gold Medal,1.0,MANDIC Dusan,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1994-06-16,1956444,WPOMTEAM7---SRB01,MANDIC Dusan,MANDIC D,Dusan MANDIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,202,0.0,['Water Polo'],['Men'],1994-06-16,KOTOR,Montenegro,,,Manda,"Basketball, watching movies, listening to music, spending time with friends and family",Athlete,Studied at the University of Belgrade (SRB),"Wife, Sladana. Daughter, Lenka","English, Serbian",National: Uros Stevanovic (SRB),His father signed him up for water polo training even though he was more enthusiastic about basketball,"Water polo player Gergely ""Gergo"" Kiss (HUN), three-time Olympic gold medallist (2000, 2004, 2008), four-time world championship medallist (one gold, three silver). </p><p>Water polo player Aleksandar Sapic (SRB), three-time Olympic medallist (2004 silver, 2000 and 2008 bronze), four-time world championship medallist (2005 gold, 2001 silver, 1998 and 2003 bronzes).</p><p>Water polo player Vladimir Vujasinovic (SRB), three-time Olympic medallists (2004 silver, 2000 and 2008 bronze), four-time world championship medallist (2005 gold, 2001 silver, 1998 and 2003 bronzes)",Former coach Igor Milanovic,"""If you think that training is difficult, try losing."" (mozzartsport.com, 26 Jul 2018)",,,
2024-08-11,Gold Medal,1.0,RASOVIC Strahinja,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1992-03-09,1956459,WPOMTEAM7---SRB01,RASOVIC Strahinja,RASOVIC S,Strahinja RASOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,189,0.0,['Water Polo'],['Men'],1992-03-09,BELGRADE,Serbia,,,,,Athlete,"Studied Management at Metropolitan University and Singidunum University (Belgrade, SRB)","Younger brother, Viktor","English, Serbian",Uroa Stevanovic (SRB),Took up water polo because his father worked at the Tasmadjan swimming pool in Belgrade (SRB),,,"""There is always a room for improvement. Never give up."" (mozzartsport.com, 02 Jun 2017)","Younger brother, Viktor (water polo), is also a member of the Serbian national team",,
2024-08-11,Gold Medal,1.0,RANDELOVIC Sava,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1993-07-17,1956456,WPOMTEAM7---SRB01,RANDELOVIC Sava,RANDELOVIC S,Sava RANDELOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,193,0.0,['Water Polo'],['Men'],1993-07-17,NIS,Serbia,,,,,Athlete,"Studied Sports Management and Economics at Union-Nikola Tesla University (Belgrade, SRB)",,"English, Serbian",Uros Stevanovic (SRB),A friend took up water polo and his friend's father encouraged Randelovic to do so as well,,His parents and grandparents,"""Enjoy everything you do and don't miss your chance."" (hellomagazin.rs, 23 Aug 2018)",,,
2024-08-11,Gold Medal,1.0,CUK Milos,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1990-12-21,1956426,WPOMTEAM7---SRB01,CUK Milos,CUK M,Milos CUK,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,191,0.0,['Water Polo'],['Men'],1990-12-21,NOVI SAD,Serbia,,,,,Athlete,,"Wife, Jovana Davidovic. Son, Mihajlo",Serbian,National: Uros Stevanovic (SRB),,,,,,,
2024-08-11,Gold Medal,1.0,DEDOVIC Nikola,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1992-01-25,1956427,WPOMTEAM7---SRB01,DEDOVIC Nikola,DEDOVIC N,Nikola DEDOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,189,0.0,['Water Polo'],['Men'],1992-01-25,BELGRADE,Serbia,,,,,Athlete,,,"English, Serbian",National: Uros Stevanovic (SRB),Took up water polo because his older brother played,,,"""Hard work is a key to every success."" (mozzartsport.com, 24 Jan 2020)",,,
2024-08-11,Gold Medal,1.0,DRASOVIC Radomir,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1997-07-22,1956432,WPOMTEAM7---SRB01,DRASOVIC Radomir,DRASOVIC R,Radomir DRASOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,193,0.0,['Water Polo'],['Men'],1997-07-22,BELGRADE,Serbia,,,,,Athlete,"Graduated in 2023 with a degree in Sports Management from Union–Nikola Tesla University (Belgrade, SRB)",,Serbian,Uroš Stevanović (SRB),"He enjoyed swimming, but found it boring","Water polo player Vanja Udovicic (SRB), three-time Olympic medallist (one silver, two bronze), four-time world championship medallist (two gold, one silver, one bronze).</p><p>Water polo player Vladimir Vujasinovic (SRB), three-time Olympic medallists (2004 silver, 2000 and 2008 bronze), four-time world championship medallist (one gold, one silver, two bronze)",,,,,
2024-08-11,Gold Medal,1.0,JAKSIC Nikola,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1997-01-17,1956440,WPOMTEAM7---SRB01,JAKSIC Nikola,JAKSIC N,Nikola JAKSIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,197,0.0,['Water Polo'],['Men'],1997-01-17,BELGRADE,Serbia,,,,"Watching movies, reading",Athlete,Studied Law at the University of Belgrade (SRB),"Younger brother, Petar","English, Serbian",Club: Zivko Gocic (SRB).<br>National: Uros Stevanovic (SRB),Parents signed him up for football but he was not very good. Switched to swimming because he liked to spend time in the water and soon after he started playing water polo,,His parents,,"Younger brother, Petar (water polo), is also a member of the Serbian national team",,
2024-08-11,Gold Medal,1.0,VICO Nemanja,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1994-11-19,1956466,WPOMTEAM7---SRB01,VICO Nemanja,VICO N,Nemanja VICO,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,191,0.0,['Water Polo'],['Men'],1994-11-19,KOTOR,Montenegro,,,,"Video games, rap music, playing basketball",Athlete,Studied at the University of Belgrade (SRB),"Partner, Jelena Nikolić",Serbian,National: Uros Stevanovic (SRB),Enjoyed basketball and swimming in his youth and wanted to combine them,"Water polo player Dusko Pijetlovic (SRB), four-time Olympic medallist (2016 and 2020 gold, 2008 and 2012 bronze), four-time world championship medallist (two gold, one silver, one bronze).</p><p>Water polo player Boris Zlokovic (MNE), two-time Olympian (2008, 2012), two-time world championship medallist (2005 gold, 2003 bronze)",,,,,
2024-08-11,Gold Medal,1.0,UBOVIC Nemanja,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1991-02-24,1956465,WPOMTEAM7---SRB01,UBOVIC Nemanja,UBOVIC N,Nemanja UBOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,194,0.0,['Water Polo'],['Men'],1991-02-24,BELGRADE,Serbia,,,,,Athlete,"Studied at Singidunum University (Belgrade, SRB)","Wife, Jovana. Son, Yaksa",Serbian,National: Uros Stevanovic (SRB),,,,,,,
2024-08-11,Gold Medal,1.0,RASOVIC Viktor,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1993-08-13,1956457,WPOMTEAM7---SRB01,RASOVIC Viktor,RASOVIC V,Viktor RASOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,190,0.0,['Water Polo'],['Men'],1993-08-13,BELGRADE,Serbia,,,,,Athlete,,"Older brother, Strahinja",Serbian,Uroš Stevanović (SRB),Took up water polo because his father worked at the Tasmajdan swimming pool in Belgrade (SRB),,,,"Older brother, Strahinja (water polo), Olympic gold medallist with Serbia at Tokyo 2020",,
2024-08-11,Gold Medal,1.0,JAKSIC Petar,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,2001-07-20,1956438,WPOMTEAM7---SRB01,JAKSIC Petar,JAKSIC P,Petar JAKSIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,193,0.0,['Water Polo'],['Men'],2001-07-20,,,,,,,Athlete,,"Older brother, Nikola",Serbian,Uros Stevanovic (SRB),"Switched from swimming to water polo because he wanted to follow in the footsteps of his brother, Nikola",,"His brother, Nikola",,"Brother, Nikola Jaksic (water polo), two-time Olympic water polo gold medallist for Serbia (Rio 2016, Tokyo 2020)",,
2024-08-11,Gold Medal,1.0,MISOVIC Vladimir,Male,SRB,Serbia,Serbia,Serbia,Serbia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,2001-09-15,1956448,WPOMTEAM7---SRB01,MISOVIC Vladimir,MISOVIC V,Vladimir MISOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,192,0.0,['Water Polo'],['Men'],2001-09-15,PANCEVO,Serbia,,,Vlada,"Travelling, spending time with family and friends",Athlete,"Studied at Union–Nikola Tesla University (Belgrade, SRB)","Father, Bozidar. Mother, Silvana. Older sister, Ivana",Serbian,National: Uros Stevanovic (SRB),Took up water polo because some friends wanted to try it,"Water polo player Denis Sefik (SRB), two-time Olympic medallist (2004 silver, 2008 bronze), three-time world championship medallist (2005 gold, 2001 silver, 2003 bronze)",His family,,,,
2024-08-11,Silver Medal,2.0,BIJAC Marko,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1991-01-12,1915766,WPOMTEAM7---CRO01,BIJAC Marko,BIJAC M,Marko BIJAC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,199,0.0,['Water Polo'],['Men'],1991-01-12,DUBROVNIK,Croatia,,,,,Athlete,Studied Sports Management,"Partner, Zrinka Kordic","Croatian, English",National: Ivica Tucak (CRO),"His father was a water polo player for VK Jug (Dubrovnik, CRO)","Footballer Luka Modric (CRO), Croatia's most-capped player of all time, Ballon d'Or winner (2018), FIFA World Cup Golden Ball winner (2018) after captaining Croatia to their first-ever World Cup Final. With Real Madrid he has won multiple Champions League titles and more than 20 major trophies in total",,"""Water polo is a way of life."" (dnevnik.hr, 03 Aug 2014)",,,
2024-08-11,Silver Medal,2.0,BURIC Rino,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1997-04-05,1915768,WPOMTEAM7---CRO01,BURIC Rino,BURIC R,Rino BURIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,197,0.0,['Water Polo'],['Men'],1997-04-05,SPLIT,Croatia,,,,Hiking,Athlete,,"Father, Danijel",Croatian,National: Ivica Tucak (CRO),"Wanted to follow in the footsteps of his father, who was a First League water polo player and coach",,Croatian water polo Olympian Andro Buslje,,,,
2024-08-11,Silver Medal,2.0,FATOVIC Loren,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1996-11-16,1915778,WPOMTEAM7---CRO01,FATOVIC Loren,FATOVIC L,Loren FATOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,185,0.0,['Water Polo'],['Men'],1996-11-16,DUBROVNIK,Croatia,,,Lolo,"Reading Russian literature, following other sports, especially basketball and handball",Athlete,Studied Sport Management,"Father, Elvis",Croatian,National: Ivica Tucak (CRO),"Wanted to follow in the footsteps of his father, a two-time water polo Olympian for Croatia, and the sport was popular in his hometown of Dubrovnik",,,,"Father, Elvis Fatovic (water polo), represented Croatia at the Olympic Games in Sydney 2000 and Athens 2004",,
2024-08-11,Silver Medal,2.0,LONCAR Luka,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1987-06-26,1915781,WPOMTEAM7---CRO01,LONCAR Luka,LONCAR L,Luka LONCAR,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,195,0.0,['Water Polo'],['Men'],1987-06-26,ZAGREB,Croatia,,,Lonac (Pot in Croatian),"Reading books, playing video games",Athlete,Studied Coaching at University of Zagreb (CRO),"Wife, Maja. Two daughters, Ema and Paola","Croatian, English",National: Ivica Tucak (CRO),Switched to water polo after trying several other ball sports,"Water polo player Perica Bukic (YUG, CRO), three-time Olympic medallist (two gold, one silver), two-time world champion (1986, 1991)",,,,,
2024-08-11,Silver Medal,2.0,JOKOVIC Maro,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1987-10-01,1915784,WPOMTEAM7---CRO01,JOKOVIC Maro,JOKOVIC M,Maro JOKOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,204,0.0,['Water Polo'],['Men'],1987-10-01,DUBROVNIK,Croatia,,,Joke,Reading books,Athlete,Studied Marketing at University of Dubrovnik (CRO),"Wife Maria. Daughters, Sofia, Laura, and Gloria","Croatian, English, Italian",National: Ivica Tucak (CRO),Took up water polo because it was popular where he grew up,"Water polo player Ognjen Krzic (CRO), 1996 Olympic silver medallist, two-time Mediterranean Games silver medallist (1993, 1997)","His parents, and Croatian water polo player Ognjen Krzic","""Matches lost, but never battles. These are all things that happen. You fall, but you rise again."" (olympicchannel.com, 17 Feb 2021)",,,
2024-08-11,Silver Medal,2.0,BUKIC Luka,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1994-04-30,1915769,WPOMTEAM7---CRO01,BUKIC Luka,BUKIC L,Luka BUKIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,195,0.0,['Water Polo'],['Men'],1994-04-30,ZAGREB,Croatia,,,,"Listening to music, watching movies and TV, spending time with friends",Athlete,"Studied International Relations and Diplomacy at Libertas University (Zagreb, CRO) and Economics at Zagreb School of Economics and Management (CRO)","Father, Perica",Croatian,National: Ivica Tucak (CRO),His father introduced him to the sport after teaching him how to swim,,,,"Father, Perica (water polo), three-time Olympic medallist (1984 and 1988 gold, 1996 silver)",,
2024-08-11,Silver Medal,2.0,VUKICEVIC Ante,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1993-02-24,1915792,WPOMTEAM7---CRO01,VUKICEVIC Ante,VUKICEVIC A,Ante VUKICEVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,187,0.0,['Water Polo'],['Men'],1993-02-24,ZAGREB,Croatia,,,,,Athlete,Graduated in 2016 with a Law degree at University of Zagreb (CRO),"Wife Ivana. Son, Marko","Croatian, English, French",National: Ivica Tucak (CRO),,,,,,,
2024-08-11,Silver Medal,2.0,ZUVELA Marko,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,2001-12-22,1915791,WPOMTEAM7---CRO01,ZUVELA Marko,ZUVELA M,Marko ZUVELA,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,202,0.0,['Water Polo'],['Men'],2001-12-22,DUBROVNIK,Croatia,,,,Swimming,Athlete,Studies IT Management at University of Dubrovnik (CRO),"Father, Rino",Croatian,National: Ivica Tucak (CRO),"Originally a swimmer, he turned to water polo because he wanted more excitement and camaraderie","Water polo player Andro Buslje (CRO), two-time Olympic medallist (2012 gold, 2016 silver), seven-time world championship medallist (two gold, one silver, four bronze)","Father, Rino",,,,Swimming: Competed at regional level in his youth
2024-08-11,Silver Medal,2.0,MARINIC KRAGIC Jerko,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1991-01-24,1915802,WPOMTEAM7---CRO01,MARINIC KRAGIC Jerko,MARINIC KRAGIC J,Jerko MARINIC KRAGIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,191,0.0,['Water Polo'],['Men'],1991-01-24,SPLIT,Croatia,,,Jere,Following the Croatian football club Hajduk Split,Athlete,,"Partner, Ana Koro. Daughter, Maris",Croatian,National: Ivica Tucak (CRO),,,,,,,
2024-08-11,Silver Medal,2.0,VRLIC Josi,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1986-04-25,1915790,WPOMTEAM7---CRO01,VRLIC Josi,VRLIC J,Josip VRLIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,198,0.0,['Water Polo'],['Men'],1986-04-25,RIJEKA,Croatia,,,,"Playing tennis, basketball and football",Athlete,,,"Croatian, English",National: Ivica Tucak (CRO),,"Handball player Ivano Balic (CRO), two-time Olympic medallist (2004 gold, 2012 bronze), three-time world championship medallist (one gold, two silver). Regarded as one of the greatest handball players of all time",,"""You can always do more.""",,,
2024-08-11,Silver Medal,2.0,BILJAKA Matias,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1999-01-20,1915801,WPOMTEAM7---CRO01,BILJAKA Matias,BILJAKA M,Matias BILJAKA,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,199,0.0,['Water Polo'],['Men'],1999-01-20,VIENNA,Austria,,,,,Athlete,Studied physiotherapy,,Croatian,National: Ivica Tucak (CRO),Took up water polo at the suggestion of his father's friend,"Footballer Zlatan Ibrahimovic (SWE), a prolific striker who won 34 trophies including 14 league titles. He is Sweden’s all-time top scorer with 62 international goals in 122 matches",,,,,
2024-08-11,Silver Medal,2.0,KHARKOV Konstantin,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1997-02-23,1915782,WPOMTEAM7---CRO01,KHARKOV Konstantin,KHARKOV K,Konstantin KHARKOV,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,194,0.0,['Water Polo'],['Men'],1997-02-23,MOSCOW,Russian Federation,,Croatia,Kosta,,Athlete,"Studied at the State University of Management (Moscow, RUS)",,"Croatian, Russian",National: Ivica Tucak (CRO),"Inspired to take up water polo by his father, who was a player on the Russian junior national team",,,,,,
2024-08-11,Silver Medal,2.0,POPADIC Toni,Male,CRO,Croatia,Croatia,Croatia,Croatia,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,1994-11-05,1915793,WPOMTEAM7---CRO01,POPADIC Toni,POPADIC T,Toni POPADIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,205,0.0,['Water Polo'],['Men'],1994-11-05,,,,,Malog,,Athlete,,"Wife, Lea Kukuruzovic",Croatian,National: Ivica Tucak (CRO),,,,,,,
